id,season,speed_difference,pass_difference,diffrenceWins,diffrenceGoals,overall_rating_difference,potential_difference,chance_creations_difference,defence_pressure_difference,defence_aggression_difference,goal_difference,diffrenceDaysBeforeLastGame,home_status
18841,2012/2013,5.0,2.0,-27.0,17.0,-121.0,-144.0,-6.0,3.0,1.0,-1,1.0,L
18842,2013/2014,-15.0,8.0,-34.0,-5.0,-191.0,-190.0,-6.0,-1.0,0.0,-3,1107.0,L
18843,2013/2014,-6.0,9.0,-47.0,16.0,249.0,286.0,-14.0,4.0,7.0,2,0.0,W
18844,2013/2014,15.0,-3.0,-24.0,14.0,61.0,41.0,-14.0,0.0,2.0,2,0.0,W
18845,2013/2014,-5.0,-1.0,32.0,24.0,114.0,115.0,14.0,0.0,16.0,2,0.0,W
18846,2013/2014,-8.0,13.0,-54.0,-215.0,-332.0,-346.0,1.0,-22.0,-8.0,1,0.0,W
18847,2013/2014,8.0,-16.0,-34.0,-125.0,168.0,205.0,13.0,11.0,-17.0,-2,0.0,L
18848,2013/2014,-8.0,17.0,75.0,72.0,207.0,250.0,9.0,23.0,21.0,4,91.0,W
18849,2013/2014,-12.0,-11.0,-81.0,-366.0,-162.0,-199.0,-16.0,-21.0,-23.0,-2,0.0,L
18850,2013/2014,14.0,-2.0,25.0,114.0,210.0,236.0,15.0,35.0,1.0,1,2.0,W
18851,2013/2014,5.0,10.0,59.0,266.0,219.0,248.0,15.0,16.0,18.0,0,1.0,D
18852,2013/2014,-17.0,-17.0,-19.0,-105.0,-53.0,-75.0,3.0,-23.0,-20.0,-1,-1.0,L
18853,2013/2014,-7.0,25.0,35.0,16.0,-192.0,-213.0,9.0,-1.0,9.0,1,1.0,W
18854,2013/2014,-8.0,-4.0,-12.0,9.0,154.0,161.0,-16.0,-2.0,-14.0,-1,-2.0,L
18855,2013/2014,12.0,-13.0,39.0,18.0,289.0,327.0,4.0,-2.0,-9.0,1,-1.0,W
18856,2013/2014,7.0,-8.0,30.0,-51.0,8.0,-23.0,15.0,-7.0,-1.0,-2,0.0,L
18857,2013/2014,-7.0,3.0,35.0,-114.0,278.0,281.0,6.0,0.0,-2.0,1,0.0,W
18858,2013/2014,-17.0,-9.0,-82.0,-319.0,-160.0,-153.0,-8.0,-19.0,-22.0,1,-2.0,W
18859,2013/2014,4.0,-27.0,-53.0,6.0,57.0,70.0,-9.0,-1.0,-10.0,-1,0.0,L
18860,2013/2014,-17.0,11.0,-8.0,-17.0,28.0,24.0,2.0,-1.0,8.0,0,0.0,D
18861,2013/2014,19.0,13.0,-44.0,34.0,215.0,236.0,-19.0,9.0,9.0,-2,0.0,L
18862,2013/2014,7.0,1.0,26.0,117.0,-179.0,-184.0,1.0,5.0,5.0,0,1.0,D
18863,2013/2014,-3.0,-9.0,-66.0,-257.0,-284.0,-289.0,0.0,-21.0,-9.0,-2,-1.0,L
18864,2013/2014,10.0,15.0,59.0,149.0,-22.0,-48.0,-5.0,-12.0,32.0,3,2.0,W
18865,2013/2014,-6.0,17.0,31.0,116.0,25.0,31.0,3.0,24.0,21.0,4,0.0,W
18866,2013/2014,4.0,14.0,112.0,227.0,224.0,221.0,8.0,23.0,18.0,0,0.0,D
18867,2013/2014,15.0,-2.0,35.0,159.0,102.0,121.0,29.0,33.0,4.0,2,-1.0,W
18868,2013/2014,11.0,-15.0,-64.0,-123.0,-416.0,-462.0,-9.0,-21.0,-20.0,-2,0.0,L
18869,2013/2014,-11.0,-13.0,52.0,31.0,198.0,211.0,10.0,-1.0,-8.0,0,-1.0,D
18870,2013/2014,-4.0,23.0,-8.0,-10.0,-138.0,-156.0,2.0,-4.0,7.0,0,0.0,D
18871,2013/2014,-21.0,-4.0,-19.0,-9.0,94.0,105.0,-10.0,-2.0,-24.0,-1,2.0,L
18872,2013/2014,4.0,-13.0,33.0,-45.0,-74.0,-85.0,13.0,-10.0,-10.0,-3,1.0,L
18873,2013/2014,5.0,-2.0,-4.0,-65.0,123.0,118.0,-8.0,-2.0,-1.0,1,-1.0,W
18874,2013/2014,-8.0,-22.0,-14.0,-43.0,112.0,130.0,5.0,1.0,-11.0,0,-1.0,D
18875,2013/2014,25.0,0.0,-61.0,9.0,-83.0,-76.0,-12.0,0.0,-1.0,-2,1.0,L
18876,2013/2014,-9.0,11.0,0.0,49.0,282.0,291.0,-7.0,7.0,9.0,2,1.0,W
18877,2013/2014,2.0,4.0,13.0,33.0,-374.0,-409.0,1.0,6.0,3.0,1,-1.0,W
18878,2013/2014,-24.0,-13.0,-86.0,-271.0,-139.0,-139.0,-10.0,-23.0,-33.0,-1,-2.0,L
18879,2013/2014,-4.0,-9.0,-76.0,-306.0,-215.0,-255.0,-14.0,-19.0,-12.0,-2,-1.0,L
18880,2013/2014,-3.0,13.0,49.0,220.0,-72.0,-85.0,-13.0,-12.0,19.0,2,2.0,W
18881,2013/2014,6.0,4.0,73.0,142.0,314.0,358.0,7.0,22.0,12.0,3,-1.0,W
18882,2013/2014,-8.0,0.0,-9.0,-69.0,-378.0,-410.0,9.0,-8.0,-1.0,0,2.0,D
18883,2013/2014,25.0,13.0,97.0,320.0,50.0,76.0,24.0,21.0,36.0,4,0.0,W
18884,2013/2014,3.0,2.0,17.0,-25.0,-69.0,-85.0,0.0,2.0,1.0,-3,-1.0,L
18885,2013/2014,-13.0,-5.0,22.0,40.0,20.0,2.0,-2.0,-2.0,2.0,3,-2.0,W
18886,2013/2014,6.0,11.0,-33.0,-116.0,-56.0,-48.0,16.0,13.0,-7.0,0,1.0,D
18887,2013/2014,-3.0,-5.0,3.0,7.0,329.0,367.0,-2.0,-3.0,-9.0,0,-1.0,D
18888,2013/2014,-8.0,13.0,20.0,98.0,252.0,285.0,2.0,18.0,18.0,0,2.0,D
18889,2013/2014,-11.0,-11.0,-76.0,-340.0,-164.0,-165.0,-2.0,-23.0,-20.0,-2,1.0,L
18890,2013/2014,-10.0,5.0,-9.0,-22.0,-75.0,-76.0,8.0,3.0,-1.0,2,0.0,W
18891,2013/2014,14.0,-13.0,-8.0,44.0,109.0,130.0,-2.0,-1.0,-9.0,2,0.0,W
18892,2013/2014,-1.0,0.0,-10.0,-49.0,9.0,-24.0,-14.0,2.0,-3.0,2,0.0,W
18893,2013/2014,2.0,-4.0,-65.0,-79.0,63.0,63.0,-16.0,-14.0,-11.0,0,-1.0,D
18894,2013/2014,-3.0,2.0,46.0,37.0,93.0,93.0,7.0,3.0,2.0,2,1.0,W
18895,2013/2014,-13.0,-2.0,-11.0,65.0,9.0,20.0,-8.0,0.0,-13.0,1,0.0,W
18896,2013/2014,5.0,-22.0,-8.0,-31.0,230.0,227.0,-1.0,1.0,-1.0,0,-2.0,D
18897,2013/2014,15.0,16.0,24.0,116.0,-13.0,-7.0,-19.0,-12.0,16.0,3,2.0,W
18898,2013/2014,-15.0,3.0,24.0,-16.0,275.0,300.0,14.0,0.0,-2.0,1,0.0,W
18899,2013/2014,8.0,-17.0,-81.0,-102.0,-278.0,-293.0,-9.0,-23.0,-21.0,-1,-1.0,L
18900,2013/2014,8.0,-13.0,61.0,236.0,583.0,592.0,-1.0,22.0,8.0,2,-1.0,W
18901,2013/2014,12.0,11.0,87.0,392.0,11.0,13.0,16.0,21.0,23.0,3,0.0,W
18902,2013/2014,6.0,-9.0,46.0,-17.0,-328.0,-361.0,14.0,-4.0,-7.0,0,-1.0,D
18903,2013/2014,5.0,1.0,-36.0,-41.0,172.0,188.0,-14.0,0.0,-16.0,-1,-2.0,L
18904,2013/2014,15.0,-8.0,37.0,10.0,116.0,127.0,6.0,1.0,0.0,1,1.0,W
18905,2013/2014,-8.0,16.0,39.0,145.0,-77.0,-98.0,-13.0,-11.0,17.0,0,2.0,D
18906,2013/2014,-4.0,-3.0,-79.0,-161.0,12.0,10.0,9.0,13.0,-8.0,1,0.0,W
18907,2013/2014,-6.0,13.0,16.0,24.0,280.0,304.0,-7.0,9.0,10.0,0,-2.0,D
18908,2013/2014,-1.0,-12.0,-99.0,-267.0,-381.0,-383.0,-8.0,-21.0,-17.0,0,0.0,D
18909,2013/2014,-25.0,-4.0,0.0,-15.0,41.0,33.0,5.0,-5.0,-2.0,-1,3.0,L
18910,2013/2014,-9.0,13.0,-71.0,-286.0,-341.0,-371.0,-13.0,-20.0,-11.0,1,0.0,W
18911,2013/2014,18.0,-1.0,22.0,19.0,142.0,161.0,8.0,-1.0,15.0,2,-2.0,W
18912,2013/2014,4.0,12.0,42.0,153.0,153.0,175.0,-5.0,21.0,22.0,0,1.0,D
18913,2013/2014,-8.0,-2.0,-10.0,-84.0,153.0,159.0,-2.0,-2.0,-11.0,2,0.0,W
18914,2013/2014,-6.0,-8.0,24.0,-73.0,-154.0,-163.0,21.0,-7.0,-11.0,-1,-2.0,L
18915,2013/2014,12.0,-3.0,32.0,128.0,157.0,129.0,-1.0,0.0,-3.0,2,1.0,W
18916,2013/2014,7.0,14.0,75.0,307.0,134.0,148.0,16.0,22.0,21.0,3,4.0,W
18917,2013/2014,14.0,-9.0,55.0,55.0,51.0,56.0,5.0,4.0,-6.0,2,-1.0,W
18918,2013/2014,-16.0,-26.0,-28.0,-46.0,136.0,150.0,-11.0,-1.0,-25.0,0,-4.0,D
18919,2013/2014,1.0,5.0,45.0,-38.0,40.0,33.0,8.0,2.0,9.0,0,-1.0,D
18920,2013/2014,-13.0,14.0,71.0,147.0,15.0,14.0,-7.0,-14.0,16.0,3,-1.0,W
18921,2013/2014,18.0,3.0,-26.0,-109.0,-117.0,-116.0,-6.0,0.0,-3.0,1,2.0,W
18922,2013/2014,0.0,-4.0,-64.0,-10.0,63.0,67.0,-7.0,-5.0,-3.0,0,-1.0,D
18923,2013/2014,-2.0,8.0,-32.0,1.0,-136.0,-160.0,-12.0,-1.0,10.0,0,2.0,D
18924,2013/2014,4.0,-3.0,-70.0,-90.0,132.0,158.0,0.0,21.0,-7.0,1,-1.0,W
18925,2013/2014,-2.0,-12.0,-109.0,-318.0,-229.0,-237.0,-22.0,-19.0,-20.0,-1,0.0,L
18926,2013/2014,-26.0,-5.0,17.0,28.0,131.0,137.0,4.0,-2.0,-8.0,1,1.0,W
18927,2013/2014,3.0,24.0,16.0,110.0,-61.0,-68.0,3.0,1.0,12.0,1,-1.0,W
18928,2013/2014,-6.0,-14.0,-67.0,-267.0,-276.0,-276.0,-2.0,-24.0,-18.0,-2,2.0,L
18929,2013/2014,12.0,16.0,57.0,155.0,122.0,159.0,11.0,23.0,36.0,1,-2.0,W
18930,2013/2014,-4.0,-12.0,-38.0,-126.0,-149.0,-163.0,5.0,-21.0,-22.0,-4,0.0,L
18931,2013/2014,6.0,-13.0,-14.0,-16.0,-199.0,-248.0,7.0,-9.0,-10.0,-1,-1.0,L
18932,2013/2014,1.0,12.0,91.0,237.0,218.0,225.0,8.0,21.0,17.0,1,0.0,W
18933,2013/2014,9.0,-13.0,64.0,260.0,351.0,405.0,13.0,20.0,11.0,3,0.0,W
18934,2013/2014,25.0,4.0,1.0,9.0,-316.0,-328.0,-5.0,5.0,2.0,0,0.0,D
18935,2013/2014,-18.0,1.0,-23.0,-21.0,-218.0,-229.0,-8.0,1.0,-15.0,1,-1.0,W
18936,2013/2014,8.0,2.0,9.0,81.0,4.0,4.0,2.0,2.0,11.0,2,0.0,W
18937,2013/2014,4.0,3.0,75.0,153.0,54.0,49.0,-9.0,-13.0,8.0,1,2.0,W
18938,2013/2014,-12.0,1.0,-24.0,-60.0,209.0,231.0,7.0,-3.0,-4.0,0,1.0,D
18939,2013/2014,29.0,14.0,53.0,245.0,-23.0,-30.0,-4.0,23.0,17.0,1,0.0,W
18940,2013/2014,11.0,1.0,107.0,255.0,-192.0,-224.0,29.0,12.0,11.0,-1,1.0,L
18941,2013/2014,10.0,14.0,46.0,43.0,-77.0,-87.0,7.0,0.0,1.0,2,-1.0,W
18942,2013/2014,-23.0,-1.0,10.0,-15.0,226.0,234.0,-2.0,-2.0,-16.0,1,1.0,W
18943,2013/2014,9.0,-12.0,-38.0,-142.0,-275.0,-314.0,-1.0,-21.0,-12.0,-1,-1.0,L
18944,2013/2014,-10.0,16.0,87.0,114.0,54.0,49.0,-7.0,-12.0,17.0,0,-1.0,D
18945,2013/2014,-5.0,3.0,-11.0,-83.0,37.0,32.0,0.0,1.0,-2.0,4,0.0,W
18946,2013/2014,12.0,-5.0,-40.0,50.0,-65.0,-55.0,-14.0,-2.0,1.0,-3,-1.0,L
18947,2013/2014,-18.0,-1.0,-109.0,-288.0,-353.0,-369.0,-6.0,-22.0,-9.0,-1,1.0,L
18948,2013/2014,14.0,12.0,-7.0,80.0,52.0,70.0,-5.0,9.0,25.0,4,0.0,W
18949,2013/2014,10.0,-1.0,-23.0,74.0,-136.0,-145.0,-6.0,2.0,3.0,1,0.0,W
18950,2013/2014,-30.0,-14.0,-62.0,-290.0,147.0,145.0,-10.0,-21.0,-20.0,0,-1.0,D
18951,2013/2014,-1.0,-1.0,19.0,50.0,11.0,19.0,-1.0,3.0,-6.0,0,1.0,D
18952,2013/2014,2.0,-27.0,-7.0,-35.0,132.0,148.0,-3.0,-2.0,-10.0,2,0.0,W
18953,2013/2014,2.0,1.0,-3.0,-10.0,22.0,51.0,16.0,35.0,4.0,1,0.0,W
18954,2013/2014,10.0,1.0,98.0,207.0,22.0,4.0,15.0,14.0,8.0,2,-1.0,W
18955,2013/2014,5.0,14.0,125.0,283.0,118.0,106.0,22.0,21.0,21.0,3,1.0,W
18956,2013/2014,21.0,27.0,-8.0,4.0,-191.0,-200.0,-3.0,1.0,9.0,1,0.0,W
18957,2013/2014,-6.0,-12.0,18.0,-5.0,280.0,313.0,-4.0,-1.0,-24.0,0,1.0,D
18958,2013/2014,-5.0,-2.0,33.0,2.0,12.0,22.0,6.0,-3.0,-1.0,-2,0.0,L
18959,2013/2014,13.0,0.0,4.0,7.0,-209.0,-214.0,-6.0,0.0,10.0,0,1.0,D
18960,2013/2014,-10.0,12.0,23.0,103.0,199.0,200.0,-14.0,-17.0,14.0,1,1.0,W
18961,2013/2014,1.0,-14.0,-47.0,-220.0,-6.0,-16.0,-3.0,-23.0,-23.0,0,-1.0,D
18962,2013/2014,-2.0,-11.0,-47.0,-161.0,89.0,105.0,21.0,14.0,-18.0,0,1.0,D
18963,2013/2014,20.0,-1.0,-26.0,51.0,-207.0,-214.0,2.0,0.0,15.0,2,0.0,W
18964,2013/2014,-7.0,10.0,-30.0,63.0,-254.0,-295.0,-4.0,1.0,11.0,-2,0.0,L
18965,2013/2014,-2.0,-14.0,-36.0,34.0,216.0,238.0,-16.0,8.0,0.0,1,1.0,W
18966,2013/2014,2.0,-3.0,-28.0,3.0,-210.0,-212.0,-8.0,0.0,-8.0,-1,-2.0,L
18967,2013/2014,-23.0,0.0,14.0,28.0,66.0,62.0,6.0,1.0,1.0,-1,-1.0,L
18968,2013/2014,-4.0,-10.0,-55.0,-231.0,-288.0,-290.0,-1.0,-18.0,-15.0,-2,1.0,L
18969,2013/2014,-13.0,3.0,-41.0,-178.0,-62.0,-45.0,-13.0,2.0,0.0,1,0.0,W
18970,2013/2014,16.0,9.0,79.0,289.0,85.0,68.0,-6.0,21.0,19.0,3,-3.0,W
18971,2013/2014,19.0,1.0,118.0,336.0,195.0,215.0,20.0,20.0,12.0,1,0.0,W
18972,2013/2014,-28.0,-2.0,46.0,26.0,218.0,219.0,12.0,-2.0,0.0,0,0.0,D
18973,2013/2014,4.0,10.0,-30.0,-112.0,-199.0,-243.0,0.0,-22.0,-11.0,-2,1.0,L
18974,2013/2014,-20.0,-3.0,-38.0,-66.0,84.0,91.0,-9.0,-5.0,-18.0,0,1.0,D
18975,2013/2014,-2.0,0.0,49.0,-34.0,47.0,48.0,6.0,-1.0,0.0,2,1.0,W
18976,2013/2014,11.0,-11.0,-42.0,-153.0,-261.0,-281.0,15.0,14.0,-8.0,0,-1.0,D
18977,2013/2014,-1.0,-10.0,18.0,-143.0,-192.0,-225.0,13.0,-9.0,-12.0,0,-1.0,D
18978,2013/2014,8.0,4.0,15.0,9.0,62.0,85.0,16.0,2.0,14.0,1,0.0,W
18979,2013/2014,7.0,-3.0,-38.0,107.0,97.0,108.0,-6.0,0.0,2.0,1,1.0,W
18980,2013/2014,-12.0,13.0,-43.0,-19.0,-42.0,-60.0,-4.0,2.0,9.0,0,0.0,D
18981,2013/2014,-7.0,8.0,-25.0,69.0,122.0,170.0,-15.0,7.0,1.0,-1,-3.0,L
18982,2013/2014,7.0,-25.0,-39.0,-30.0,-14.0,-6.0,-9.0,1.0,-9.0,0,0.0,D
18983,2013/2014,-5.0,-10.0,-63.0,-276.0,-178.0,-202.0,-15.0,-16.0,-18.0,1,0.0,W
18984,2013/2014,-14.0,2.0,-33.0,-131.0,-316.0,-319.0,-15.0,-35.0,-1.0,-1,2.0,L
18985,2013/2014,17.0,17.0,24.0,120.0,3.0,27.0,-3.0,23.0,20.0,1,0.0,W
18986,2013/2014,3.0,9.0,75.0,284.0,292.0,309.0,0.0,21.0,9.0,4,0.0,W
18987,2013/2014,17.0,9.0,85.0,331.0,-218.0,-244.0,8.0,19.0,22.0,2,0.0,W
18988,2013/2014,17.0,-11.0,9.0,17.0,184.0,216.0,-2.0,1.0,-8.0,-1,-2.0,L
18989,2013/2014,-19.0,-13.0,42.0,-42.0,-179.0,-196.0,19.0,-9.0,-9.0,-2,1.0,L
18990,2013/2014,-4.0,27.0,54.0,-3.0,-95.0,-100.0,9.0,1.0,10.0,1,0.0,W
18991,2013/2014,-10.0,-15.0,-62.0,-173.0,171.0,175.0,5.0,12.0,-32.0,-2,0.0,L
18992,2013/2014,6.0,-17.0,-37.0,-145.0,-68.0,-88.0,-3.0,-24.0,-21.0,-2,1.0,L
18993,2013/2014,-7.0,-1.0,-26.0,-122.0,126.0,139.0,-1.0,-5.0,-5.0,3,0.0,W
18994,2013/2014,-5.0,2.0,2.0,60.0,81.0,91.0,8.0,2.0,1.0,0,0.0,D
18995,2013/2014,-4.0,-14.0,-121.0,-256.0,-213.0,-210.0,-8.0,-23.0,-18.0,-2,1.0,L
18996,2013/2014,11.0,13.0,-54.0,-39.0,-366.0,-384.0,-10.0,1.0,8.0,2,-2.0,W
18997,2013/2014,-4.0,13.0,-29.0,69.0,132.0,165.0,-13.0,10.0,10.0,1,1.0,W
18998,2013/2014,4.0,-23.0,8.0,12.0,-50.0,-57.0,-2.0,4.0,-7.0,2,0.0,W
18999,2013/2014,21.0,4.0,21.0,20.0,-135.0,-150.0,10.0,2.0,24.0,-1,-2.0,L
19000,2013/2014,-15.0,2.0,-39.0,-169.0,-201.0,-211.0,-29.0,-33.0,-4.0,-2,1.0,L
19001,2013/2014,-11.0,15.0,72.0,150.0,222.0,253.0,9.0,21.0,20.0,2,1.0,W
19002,2013/2014,-6.0,-4.0,-80.0,-165.0,-197.0,-225.0,-7.0,-22.0,-12.0,-1,0.0,L
19003,2013/2014,24.0,13.0,97.0,313.0,193.0,178.0,10.0,23.0,33.0,2,-1.0,W
19004,2013/2014,4.0,9.0,82.0,329.0,86.0,88.0,14.0,19.0,12.0,3,-1.0,W
19005,2013/2014,9.0,-11.0,-6.0,-73.0,-338.0,-382.0,7.0,-7.0,-9.0,0,2.0,D
19006,2013/2014,-25.0,0.0,61.0,-9.0,126.0,135.0,12.0,0.0,1.0,-1,1.0,L
19007,2013/2014,8.0,22.0,15.0,42.0,-137.0,-159.0,-5.0,-1.0,11.0,2,-1.0,W
19008,2013/2014,-2.0,-4.0,-15.0,-46.0,271.0,296.0,-1.0,-6.0,-3.0,-5,-2.0,L
19009,2013/2014,3.0,-13.0,-49.0,-224.0,61.0,86.0,13.0,12.0,-19.0,0,2.0,D
19010,2013/2014,13.0,5.0,-21.0,-35.0,-63.0,-69.0,2.0,2.0,-2.0,0,-2.0,D
19011,2013/2014,-3.0,-2.0,-14.0,34.0,70.0,72.0,0.0,-2.0,-1.0,1,2.0,W
19012,2013/2014,11.0,11.0,85.0,365.0,212.0,208.0,2.0,23.0,20.0,0,1.0,D
19013,2013/2014,8.0,0.0,13.0,85.0,276.0,300.0,-9.0,8.0,1.0,0,0.0,D
19014,2013/2014,8.0,-13.0,-24.0,-102.0,-196.0,-224.0,-2.0,-18.0,-18.0,0,0.0,D
19015,2013/2014,-25.0,-13.0,-103.0,-352.0,90.0,99.0,-24.0,-21.0,-36.0,1,1.0,W
19016,2013/2014,3.0,5.0,-4.0,-2.0,-62.0,-78.0,2.0,3.0,9.0,0,-2.0,D
19017,2013/2014,-6.0,-11.0,31.0,120.0,66.0,57.0,-16.0,-13.0,7.0,0,-2.0,D
19018,2013/2014,-1.0,-5.0,-45.0,30.0,-138.0,-128.0,-8.0,-2.0,-9.0,1,0.0,W
19019,2013/2014,-14.0,9.0,-51.0,-41.0,-2.0,-4.0,-5.0,-4.0,6.0,-1,-1.0,L
19020,2013/2014,6.0,8.0,-23.0,67.0,69.0,102.0,-21.0,7.0,11.0,0,-1.0,D
19021,2013/2014,13.0,-14.0,-70.0,-139.0,216.0,228.0,7.0,14.0,-16.0,1,1.0,W
19022,2013/2014,-18.0,-3.0,24.0,103.0,63.0,71.0,6.0,0.0,3.0,-3,0.0,L
19023,2013/2014,16.0,26.0,26.0,33.0,-136.0,-169.0,11.0,1.0,25.0,0,-1.0,D
19024,2013/2014,-7.0,-14.0,-69.0,-280.0,-69.0,-88.0,-16.0,-22.0,-21.0,-1,1.0,L
19025,2013/2014,-12.0,3.0,-30.0,-126.0,-5.0,35.0,1.0,0.0,3.0,0,1.0,D
19026,2013/2014,-14.0,13.0,6.0,-47.0,-218.0,-242.0,2.0,1.0,9.0,1,0.0,W
19027,2013/2014,1.0,0.0,5.0,34.0,0.0,22.0,14.0,-2.0,3.0,1,0.0,W
19028,2013/2014,3.0,-2.0,-50.0,-54.0,58.0,67.0,-7.0,-3.0,-2.0,1,-1.0,W
19029,2013/2014,-15.0,-16.0,-26.0,-131.0,-78.0,-50.0,19.0,12.0,-16.0,1,0.0,W
19030,2013/2014,-5.0,22.0,11.0,39.0,-131.0,-134.0,1.0,-1.0,1.0,1,0.0,W
19031,2013/2014,10.0,-5.0,9.0,9.0,-15.0,-3.0,-8.0,-3.0,1.0,-2,0.0,L
19032,2013/2014,-2.0,4.0,68.0,82.0,-76.0,-76.0,16.0,14.0,11.0,-1,1.0,L
19033,2013/2014,13.0,2.0,12.0,-49.0,45.0,57.0,8.0,0.0,13.0,2,0.0,W
19034,2013/2014,2.0,-8.0,29.0,-4.0,202.0,224.0,12.0,1.0,-10.0,1,-1.0,W
19035,2013/2014,6.0,14.0,58.0,232.0,149.0,132.0,2.0,24.0,18.0,2,1.0,W
19036,2013/2014,2.0,12.0,103.0,288.0,206.0,251.0,22.0,19.0,20.0,2,0.0,W
19037,2013/2014,0.0,4.0,60.0,-3.0,-113.0,-129.0,7.0,5.0,3.0,-1,0.0,L
19038,2013/2014,-12.0,-16.0,-50.0,-124.0,-122.0,-135.0,-11.0,-23.0,-36.0,-2,-1.0,L
19039,2013/2014,26.0,5.0,-14.0,-16.0,-65.0,-75.0,-4.0,2.0,8.0,-1,-1.0,L
19040,2013/2014,-4.0,3.0,70.0,92.0,-48.0,-82.0,0.0,-21.0,7.0,1,1.0,W
19041,2013/2014,-3.0,-24.0,-17.0,-106.0,389.0,417.0,-3.0,-1.0,-12.0,-2,1.0,L
19042,2013/2014,10.0,-16.0,-84.0,-109.0,-10.0,19.0,7.0,12.0,-17.0,-1,0.0,L
19043,2013/2014,-10.0,-14.0,-45.0,-42.0,146.0,159.0,-7.0,0.0,-1.0,1,0.0,W
19044,2013/2014,-11.0,-1.0,-105.0,-246.0,-159.0,-177.0,-29.0,-12.0,-11.0,0,-1.0,D
19045,2013/2014,23.0,1.0,-11.0,12.0,-131.0,-158.0,2.0,2.0,16.0,0,1.0,D
19046,2013/2014,-29.0,-14.0,-48.0,-227.0,-57.0,-44.0,4.0,-23.0,-17.0,-1,0.0,L
19047,2013/2014,12.0,-1.0,22.0,45.0,-44.0,-56.0,-7.0,3.0,4.0,1,0.0,W
19048,2013/2014,5.0,-3.0,13.0,91.0,80.0,122.0,0.0,-1.0,2.0,0,1.0,D
19049,2013/2014,-9.0,12.0,33.0,119.0,132.0,168.0,1.0,21.0,12.0,0,-1.0,D
19050,2013/2014,-12.0,5.0,37.0,-50.0,216.0,229.0,14.0,2.0,-1.0,0,-2.0,D
19051,2013/2014,18.0,1.0,99.0,259.0,334.0,338.0,6.0,22.0,9.0,0,-1.0,D
19052,2013/2014,30.0,14.0,60.0,278.0,80.0,108.0,10.0,21.0,20.0,1,0.0,W
19053,2013/2014,-2.0,27.0,5.0,18.0,-260.0,-300.0,3.0,2.0,10.0,-1,2.0,L
19054,2013/2014,-14.0,-12.0,12.0,-58.0,-59.0,-57.0,5.0,-9.0,-25.0,-1,1.0,L
19055,2013/2014,1.0,1.0,-17.0,-30.0,118.0,121.0,1.0,-3.0,6.0,-3,1.0,L
19056,2013/2014,-2.0,-1.0,9.0,25.0,67.0,24.0,-16.0,-35.0,-4.0,-1,1.0,L
19057,2013/2014,-10.0,1.0,20.0,-85.0,195.0,206.0,6.0,-2.0,-3.0,0,-2.0,D
19058,2013/2014,-13.0,0.0,-6.0,-14.0,-92.0,-77.0,6.0,0.0,-10.0,-1,0.0,L
19059,2013/2014,-5.0,-14.0,-119.0,-263.0,-234.0,-259.0,-22.0,-21.0,-21.0,-2,-1.0,L
19060,2013/2014,6.0,12.0,-17.0,-3.0,25.0,15.0,4.0,1.0,24.0,2,0.0,W
19061,2013/2014,-10.0,-1.0,-93.0,-196.0,-149.0,-147.0,-15.0,-14.0,-8.0,-1,0.0,L
19062,2013/2014,5.0,2.0,-34.0,-7.0,-183.0,-215.0,-6.0,3.0,1.0,1,-2.0,W
19063,2013/2014,-21.0,-27.0,6.0,-10.0,133.0,144.0,3.0,-1.0,-9.0,1,1.0,W
19064,2013/2014,10.0,-12.0,-24.0,-110.0,-250.0,-246.0,14.0,17.0,-14.0,3,0.0,W
19065,2013/2014,-1.0,14.0,43.0,202.0,14.0,50.0,3.0,23.0,23.0,4,2.0,W
19066,2013/2014,4.0,10.0,46.0,211.0,255.0,262.0,1.0,18.0,15.0,2,0.0,W
19067,2013/2014,13.0,-3.0,42.0,174.0,13.0,4.0,13.0,-2.0,0.0,2,-1.0,W
19068,2013/2014,2.0,14.0,38.0,-24.0,-175.0,-198.0,16.0,-8.0,0.0,-2,-1.0,L
19069,2013/2014,-20.0,1.0,25.0,-43.0,23.0,27.0,-2.0,0.0,-15.0,1,1.0,W
19070,2013/2014,23.0,0.0,-11.0,-8.0,55.0,85.0,-6.0,-1.0,-1.0,-2,1.0,L
19071,2013/2014,-2.0,3.0,29.0,-6.0,283.0,282.0,8.0,0.0,8.0,-1,2.0,L
19072,2013/2014,2.0,11.0,48.0,158.0,77.0,75.0,-21.0,-14.0,18.0,-1,-2.0,L
19073,2013/2014,7.0,-10.0,25.0,-75.0,103.0,118.0,4.0,-1.0,-11.0,0,0.0,D
19074,2013/2014,-16.0,-9.0,-71.0,-266.0,-223.0,-227.0,6.0,-21.0,-19.0,-3,2.0,L
19075,2013/2014,2.0,0.0,-48.0,23.0,-194.0,-218.0,-6.0,1.0,0.0,0,2.0,D
19076,2013/2014,-19.0,-1.0,-112.0,-311.0,-195.0,-225.0,-20.0,-20.0,-12.0,0,1.0,D
19077,2013/2014,1.0,10.0,-19.0,137.0,-1.0,21.0,-13.0,9.0,12.0,-2,-1.0,L
19078,2013/2014,28.0,2.0,-44.0,-14.0,-284.0,-286.0,-12.0,2.0,0.0,1,2.0,W
19079,2013/2014,20.0,3.0,36.0,45.0,-131.0,-140.0,9.0,5.0,18.0,0,-1.0,D
